,Unnamed: 0,user_id,group_age,"('amount_usd', 'charity')","('amount_usd', 'culture')","('amount_usd', 'education')","('amount_usd', 'flat fee')","('amount_usd', 'food')","('amount_usd', 'fun')","('amount_usd', 'health')","('amount_usd', 'house')","('amount_usd', 'other')","('amount_usd', 'shopping')","('amount_usd', 'sports')","('amount_usd', 'supermarket')","('amount_usd', 'tech')","('amount_usd', 'transportation')","('amount_usd', 'travel')"
12586,12586,user_12586,30-39,30.36,0.0,0.0,1877.4299999999998,666.93,65.26,178.54,0.0,391.82,241.87,0.0,1018.1599999999997,0.0,522.96,3392.01
12587,12587,user_12587,50-59,0.0,19.43,0.0,262.81,315.07,97.68,149.55,900.7500000000001,20.0,1864.7499999999993,0.0,523.11,0.0,179.67000000000002,264.24
12588,12588,user_12588,30-39,0.0,0.0,0.0,207.87,535.13,0.0,0.0,5.29,18.049999999999997,28.75,0.0,611.81,0.0,34.64,272.77
12589,12589,user_12589,30-39,0.0,0.0,0.0,8.17,53.53,0.0,0.0,86.81,0.0,11.06,0.0,18.15,0.0,0.0,29.79
12590,12590,user_12590,30-39,0.0,0.0,0.0,17.02,40.04,0.0,0.0,0.0,0.0,23.82,0.0,129.61,0.0,34.89,0.0
12591,12591,user_12591,30-39,,,,,,,,,,,,,,,
12592,12592,user_12592,30-39,0.0,25.38,0.0,198.59,78.7,0.0,0.0,0.0,89.93,0.0,0.0,20.939999999999998,0.0,8.0,19.0
12593,12593,user_12593,30-39,0.0,0.0,0.0,14.25,0.0,0.0,2.99,0.0,22.09,0.0,0.0,29.259999999999998,0.0,0.0,0.0
12594,12594,user_12594,40-49,0.0,0.0,0.0,229.78,71.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12595,12595,user_12595,30-39,,,,,,,,,,,,,,,
12596,12596,user_12596,40-49,0.0,0.0,0.0,204.89,31.3,4.31,0.0,0.0,8.62,31.14,0.0,30.84,0.0,0.0,35.22
12597,12597,user_12597,40-49,0.0,25.87,0.0,54.68,145.60999999999996,0.0,2.88,23.32,91.78,293.78999999999996,0.0,151.98999999999998,5.96,114.93000000000002,0.0
12598,12598,user_12598,40-49,,,,,,,,,,,,,,,
12599,12599,user_12599,50-59,0.0,44.97,0.0,140.96,0.0,106.75999999999999,27.759999999999998,0.0,0.0,37.79,0.0,122.65,16.57,0.0,0.0
12600,12600,user_12600,18-29,0.0,0.0,0.0,260.99,161.71,13.83,0.0,0.0,0.0,145.56,0.0,49.27000000000001,0.0,1.6,7.98
12601,12601,user_12601,18-29,0.0,4.43,0.0,153.34,91.46,23.14,0.0,22.93,4.57,34.5,26.31,116.27,0.0,17.85,0.0
12602,12602,user_12602,30-39,,,,,,,,,,,,,,,
12603,12603,user_12603,18-29,0.0,0.0,0.0,0.0,386.15,0.0,0.0,0.0,0.0,0.0,0.0,15.64,0.0,0.0,0.0
12604,12604,user_12604,40-49,,,,,,,,,,,,,,,
12605,12605,user_12605,40-49,,,,,,,,,,,,,,,
12606,12606,user_12606,18-29,,,,,,,,,,,,,,,
12607,12607,user_12607,50-59,0.0,0.0,0.0,194.48,98.43,48.5,0.0,0.0,34.84,5.0,0.0,0.0,0.0,11.2,0.0
12608,12608,user_12608,30-39,,,,,,,,,,,,,,,
12609,12609,user_12609,30-39,0.0,0.0,0.0,93.62,25.349999999999998,0.0,162.55,44.769999999999996,25.15,32.26,0.0,30.560000000000002,0.0,51.06,0.0
12610,12610,user_12610,18-29,0.0,185.57,18.759999999999998,591.7,690.14,157.32,138.69,21.0,204.78000000000003,918.29,0.0,416.45,0.0,752.4600000000003,1681.1499999999999
12611,12611,user_12611,30-39,,,,,,,,,,,,,,,
12612,12612,user_12612,30-39,0.0,0.0,0.0,0.0,14.47,0.0,14.92,0.0,0.0,52.66,0.0,49.370000000000005,0.0,0.0,0.0
12613,12613,user_12613,60+,0.0,0.0,0.0,42.55,0.0,6.8,0.0,0.0,24.03,9.36,0.0,49.129999999999995,0.0,0.0,0.0
12614,12614,user_12614,18-29,0.0,142.21,0.0,0.0,305.30999999999995,342.69,19.2,102.42,789.13,371.7,0.0,129.0,0.0,128.42000000000002,141.15
12615,12615,user_12615,40-49,0.0,0.0,0.0,17.02,0.0,0.0,0.0,1418.7,0.0,0.0,0.0,0.0,0.0,115.8,733.4000000000001
12616,12616,user_12616,30-39,0.0,0.0,0.0,952.6700000000001,46.71,51.63999999999999,33.21,4.26,36.84,33.22,0.0,109.40000000000002,0.0,0.0,412.23
12617,12617,user_12617,30-39,0.0,0.0,7.62,119.13999999999999,309.33000000000004,544.4999999999998,2.71,245.28,27.75,406.8300000000001,0.0,726.6400000000001,39.24,22.97,25.37
12618,12618,user_12618,18-29,0.0,15.9,25.65,11.93,90.98,7.94,19.53,174.17,26.82,1088.91,0.0,346.12,0.0,0.87,3.38
12619,12619,user_12619,18-29,0.0,7.66,0.0,567.0299999999999,60.75999999999999,4.17,0.0,0.0,26.29,1.39,0.0,45.56,0.0,29.969999999999995,436.13
12620,12620,user_12620,30-39,0.0,1461.3599999999997,28.84,859.49,989.7800000000002,171.15,195.78,1997.7400000000002,14.860000000000003,296.85,0.0,724.1800000000001,0.0,521.19,274.92
12621,12621,user_12621,30-39,0.0,0.0,0.0,148.18,38.37,0.0,0.99,0.0,0.0,182.09,0.0,69.49,0.0,0.0,157.93
12622,12622,user_12622,18-29,,,,,,,,,,,,,,,
12623,12623,user_12623,30-39,0.0,0.0,0.0,423.83000000000004,115.48,297.86999999999995,0.0,11.49,29.66,2.9,0.0,38.11,0.0,39.99,0.0
12624,12624,user_12624,50-59,0.0,21.42,0.0,103.83,204.27,0.0,20.759999999999998,12.77,199.73000000000002,15.82,0.0,97.64999999999999,11.92,86.07,0.0
12625,12625,user_12625,50-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,0.0,0.0,0.0
12626,12626,user_12626,40-49,0.0,20.919999999999998,0.0,796.63,625.4600000000002,126.49999999999999,8.43,12.77,131.89000000000001,109.49000000000001,0.0,178.32,335.8,164.74999999999997,13.32
12627,12627,user_12627,18-29,0.0,0.0,270.0,231.05999999999997,203.58,57.629999999999995,14.329999999999998,0.0,2.1799999999999997,303.0,0.0,819.1299999999999,0.0,257.78999999999996,935.83
12628,12628,user_12628,40-49,13.99,19.11,0.0,597.6,489.53000000000014,136.29999999999998,0.0,32.54,4.13,274.75,0.0,673.22,0.0,116.78,612.82
12629,12629,user_12629,18-29,0.0,19.25,0.0,109.39999999999999,1027.8799999999999,255.9100000000001,43.65,4.26,123.7,140.21,0.0,720.2999999999998,0.0,150.63,19.58
12630,12630,user_12630,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.69,0.0,0.0,0.0,0.0,0.0
12631,12631,user_12631,18-29,,,,,,,,,,,,,,,
12632,12632,user_12632,60+,201.41,0.0,0.0,556.39,952.2899999999998,72.7,13.71,6.25,119.31,0.0,7.84,104.04999999999998,0.0,212.01,919.8499999999999
12633,12633,user_12633,50-59,0.0,4.0,0.0,294.09,426.53,205.26,222.66,64.25,159.26,409.53999999999996,20.0,1445.1700000000003,4.18,36.989999999999995,181.48
12634,12634,user_12634,30-39,0.0,0.0,0.0,13.45,1.36,0.0,0.0,0.0,0.0,5.96,0.0,13.419999999999998,0.0,0.0,0.0
12635,12635,user_12635,30-39,0.0,6.72,0.0,0.0,14.51,103.05,0.0,0.0,47.89,240.31,0.0,0.0,0.0,0.0,0.0
12636,12636,user_12636,30-39,0.0,1863.5200000000004,0.0,0.0,492.65,47.58,0.0,4.26,8.46,0.0,0.0,28.07,0.0,1.5,201.42
12637,12637,user_12637,40-49,0.0,27.51,0.0,0.66,39.99,31.94,3.78,0.0,10.54,0.0,0.0,86.28999999999999,0.0,25.950000000000003,88.42
12638,12638,user_12638,18-29,0.0,0.0,0.0,276.97,42.92,0.0,0.0,0.0,4.68,53.75,0.0,13.77,0.0,8.93,33.4
12639,12639,user_12639,30-39,0.0,4.51,0.0,302.95000000000005,81.63,0.0,45.46,0.0,6.78,74.28,0.0,289.36,0.0,5.49,12.05
12640,12640,user_12640,40-49,0.0,0.0,0.0,68.08,0.0,0.0,0.0,0.0,0.0,107.87,0.0,162.42,0.0,0.0,0.0
12641,12641,user_12641,18-29,,,,,,,,,,,,,,,
12642,12642,user_12642,18-29,0.0,0.0,0.0,15.06,74.28,17.290000000000003,0.0,0.0,5.7,14.48,12.77,2.73,0.0,22.8,0.0
12643,12643,user_12643,30-39,3.58,24.740000000000002,0.0,327.86,555.0999999999999,274.53,146.4,0.42,26.71,971.32,0.0,171.17999999999998,45.6,144.85000000000005,694.1600000000001
12644,12644,user_12644,30-39,0.0,0.0,0.0,123.81,832.7600000000004,28.85,3.3,187.64,14.350000000000001,196.41000000000003,0.0,989.01,0.0,393.11999999999995,243.12
12645,12645,user_12645,30-39,0.0,0.0,0.0,0.0,0.0,23.51,0.0,14.63,0.0,0.0,0.0,18.64,0.0,0.0,0.0
12646,12646,user_12646,40-49,0.0,18.630000000000003,0.0,35.57,424.34000000000003,66.93,125.9,81.14,122.43,165.97,0.0,166.98,0.0,0.0,75.06
12647,12647,user_12647,30-39,0.0,6.85,0.0,102.44,114.26,39.92,9.33,46.39,17.18,243.54,0.0,120.31,0.0,22.03,165.49
12648,12648,user_12648,18-29,,,,,,,,,,,,,,,
12649,12649,user_12649,50-59,0.0,0.0,0.0,24.55,160.43,0.0,0.0,12.77,0.0,108.01,0.0,47.87,71.31,0.0,0.0
12650,12650,user_12650,60+,0.0,0.0,0.0,34.22,82.39,0.0,32.870000000000005,94.04,0.0,404.21000000000004,0.0,1200.1600000000003,0.0,20.419999999999998,357.40999999999997
12651,12651,user_12651,60+,0.0,0.0,0.0,692.8100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12652,12652,user_12652,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0
12653,12653,user_12653,50-59,25.53,167.48,17.11,167.86,439.83,135.41000000000003,0.0,0.0,96.55000000000001,89.14,84.61999999999999,214.0,0.0,339.5700000000004,6.86
12654,12654,user_12654,18-29,0.0,15.91,0.0,284.52,945.71,409.62,100.10000000000001,0.0,34.46,993.1499999999999,34.0,1243.1499999999996,0.0,76.59,0.0
12655,12655,user_12655,50-59,0.0,85.5,0.0,17.02,623.4199999999998,47.62,0.0,0.0,399.28,692.0500000000001,0.0,739.9499999999999,0.0,228.74,74.31
12656,12656,user_12656,40-49,,,,,,,,,,,,,,,
12657,12657,user_12657,40-49,0.0,0.0,0.0,1087.21,670.5500000000002,52.040000000000006,77.86,0.0,47.66,280.69,0.0,417.88,0.0,32.33,345.37000000000006
12658,12658,user_12658,40-49,,,,,,,,,,,,,,,
12659,12659,user_12659,50-59,0.0,0.0,0.0,0.0,390.88,0.0,26.26,0.0,11.27,219.96,0.0,0.0,0.0,0.0,1197.86
12660,12660,user_12660,18-29,0.0,31.23,0.0,153.2,153.95,0.0,0.0,0.0,17.79,11.91,0.0,75.75999999999999,0.0,0.0,46.81
12661,12661,user_12661,40-49,0.0,0.0,0.0,4.29,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.32
12662,12662,user_12662,30-39,5.0,0.0,0.0,70.0,114.38,40.44,0.0,0.0,1.0,0.0,0.0,8.84,0.0,99.19,29.35
12663,12663,user_12663,30-39,0.0,89.36,0.0,293.63000000000005,32.03,0.0,0.0,0.0,7.970000000000001,52.800000000000004,0.0,49.29,0.0,39.92,211.92000000000002
12664,12664,user_12664,18-29,0.0,0.0,0.0,0.0,117.08,7.35,0.0,0.0,0.0,116.65,0.0,278.02000000000004,0.0,83.74,0.0
12665,12665,user_12665,18-29,0.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,15.17,0.0,7.98,0.0,0.0,6.64,0.0
12666,12666,user_12666,30-39,,,,,,,,,,,,,,,
12667,12667,user_12667,30-39,0.0,0.0,24.52,0.0,157.33,0.0,0.0,0.0,0.0,758.89,0.0,100.13,0.0,46.52,114.34
12668,12668,user_12668,60+,0.0,3.5,16.43,335.1,269.21999999999997,152.99,32.2,41.25,9.99,942.4000000000001,0.0,605.4200000000001,0.0,0.0,110.21000000000001
12669,12669,user_12669,30-39,0.0,0.0,0.0,447.72,93.47000000000001,24.79,38.769999999999996,0.0,75.32000000000001,75.03,0.0,610.5,0.0,27.490000000000002,0.0
12670,12670,user_12670,40-49,0.0,24.37,0.0,0.0,131.73,0.0,35.3,0.0,0.0,12.71,0.0,84.07,0.0,0.0,83.37
12671,12671,user_12671,18-29,0.0,23.46,0.0,0.0,159.93,45.55,8.51,0.0,169.28000000000003,23.840000000000003,0.0,29.009999999999998,0.0,0.0,143.59
12672,12672,user_12672,50-59,0.0,0.0,0.0,125.96000000000001,170.03999999999996,11.02,31.81,0.0,89.69,92.92,0.0,626.6599999999997,0.0,35.69,32.760000000000005
12673,12673,user_12673,18-29,0.0,31.08,43.24,1907.1599999999999,494.87,56.69,55.89,25.15,8.23,389.32,0.0,539.1199999999998,0.0,107.10000000000001,21.66
12674,12674,user_12674,30-39,0.0,0.0,0.0,290.93,48.34,0.0,0.0,16.92,0.0,22.16,0.0,12.32,0.0,0.0,0.0
12675,12675,user_12675,30-39,,,,,,,,,,,,,,,
12676,12676,user_12676,30-39,,,,,,,,,,,,,,,
12677,12677,user_12677,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.81,0.0,0.0,0.0
12678,12678,user_12678,30-39,0.0,0.0,0.0,0.0,0.0,0.0,51.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12679,12679,user_12679,18-29,0.0,0.0,0.0,21.86,259.91999999999996,10.04,0.0,0.0,2.98,0.0,0.0,54.51,0.0,67.87,24.12
12680,12680,user_12680,30-39,0.0,29.630000000000003,32.23,35.81,97.83,54.989999999999995,222.23999999999998,83.93,2.51,0.0,0.0,185.07000000000002,0.0,23.27,16.83
12681,12681,user_12681,18-29,3.06,0.0,0.0,271.58000000000004,302.2400000000002,379.0299999999999,19.06,4.26,2.21,21.32,0.0,450.97000000000014,0.0,58.39,8.76
12682,12682,user_12682,18-29,0.0,20.43,0.0,410.24000000000007,100.42,0.0,19.57,0.0,3.84,148.04000000000002,0.0,43.49,0.0,5.11,21.96
12683,12683,user_12683,30-39,0.0,33.32,0.0,2089.7000000000003,661.0300000000002,1731.74,109.76000000000002,43.66,178.91,1135.78,58.33,2624.9000000000005,258.13,109.38000000000001,1448.1100000000001
12684,12684,user_12684,50-59,0.0,52.92,6.130000000000001,578.7299999999999,250.39000000000004,73.2,18.3,7.63,4.5200000000000005,575.3000000000002,0.0,329.94999999999993,0.0,86.78,222.56
12685,12685,user_12685,30-39,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0
12686,12686,user_12686,30-39,127.66,0.0,0.0,702.72,374.4600000000001,149.09,0.0,0.0,1338.78,32.19,0.0,31.65,0.0,0.0,0.0
12687,12687,user_12687,18-29,,,,,,,,,,,,,,,
12688,12688,user_12688,18-29,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,3.79,4.86,0.0,9.64,0.0,61.01,0.0
12689,12689,user_12689,30-39,0.0,0.0,0.0,474.3,0.0,23.47,0.0,0.0,0.0,41.24,0.0,22.36,0.0,3.83,114.46000000000001
12690,12690,user_12690,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0
12691,12691,user_12691,30-39,0.0,31.91,0.0,185.81,269.42,20.42,22.08,0.0,37.27,142.31,0.0,198.55999999999997,0.0,4.94,192.19000000000003
12692,12692,user_12692,50-59,0.0,0.0,0.0,350.0,58.69,0.0,0.0,0.0,5.08,0.0,0.0,18.55,0.0,3.4,226.45000000000002
12693,12693,user_12693,50-59,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,0.0,0.0
12694,12694,user_12694,18-29,0.0,0.0,0.0,0.0,0.0,40.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12695,12695,user_12695,30-39,0.0,35.42,0.0,547.1899999999999,83.09,440.2,9.21,0.0,118.67999999999999,233.48999999999998,0.0,356.5600000000001,7.33,141.16,614.77
12696,12696,user_12696,50-59,0.0,0.93,0.0,437.09999999999997,727.3700000000001,147.18,0.0,111.77000000000001,29.020000000000003,635.81,0.0,468.69000000000005,0.0,94.80000000000001,324.58000000000004
12697,12697,user_12697,30-39,0.0,0.0,0.0,195.30999999999997,51.58,0.0,1.28,0.0,0.0,91.0,0.0,52.190000000000005,0.0,35.47,264.48
12698,12698,user_12698,18-29,0.0,0.0,0.0,0.0,0.0,4.970000000000001,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.0,13.52
12699,12699,user_12699,60+,0.0,0.0,0.0,464.32,338.49,5.56,229.82,30.06,57.739999999999995,266.58,0.0,408.13,0.0,120.85999999999999,418.03
12700,12700,user_12700,30-39,0.0,159.84,0.0,143.44,162.47,41.190000000000005,106.56000000000002,3.58,81.63,578.09,0.0,119.61,21.42,254.31,648.0600000000001
12701,12701,user_12701,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0
12702,12702,user_12702,40-49,,,,,,,,,,,,,,,
12703,12703,user_12703,30-39,0.0,32.99,0.0,17.02,246.87,55.31,0.0,17.96,99.47,207.61,0.0,88.44,19.19,227.62000000000003,412.5400000000001
12704,12704,user_12704,40-49,0.0,0.0,0.0,0.0,16.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,715.15
12705,12705,user_12705,40-49,0.0,138.83,0.66,603.7499999999999,364.65999999999997,0.5,131.61,7.94,586.65,205.17000000000002,0.0,450.24999999999994,0.0,328.39,0.0
12706,12706,user_12706,30-39,0.0,0.0,3.4,0.0,689.3599999999998,215.14,0.0,0.0,0.0,0.0,0.0,121.38000000000002,0.0,8.34,0.0
12707,12707,user_12707,30-39,,,,,,,,,,,,,,,
12708,12708,user_12708,40-49,,,,,,,,,,,,,,,
12709,12709,user_12709,40-49,0.0,19.03,0.0,192.4,226.51,118.70999999999998,0.0,1.53,42.61,43.519999999999996,0.0,99.94999999999999,0.0,111.19,1474.44
12710,12710,user_12710,40-49,0.0,0.0,0.0,63.9,0.0,66.48,0.0,0.0,199.67,315.3,0.0,201.17,68.58,0.0,0.0
12711,12711,user_12711,50-59,0.0,0.0,0.0,713.0699999999999,35.53,0.0,0.0,5.65,2.66,65.62,37.29,618.1299999999999,0.0,117.68,12.48
12712,12712,user_12712,30-39,0.0,667.2400000000002,0.0,722.9699999999999,791.6099999999997,695.4100000000001,114.73999999999998,122.63000000000001,189.48,149.06,129.35,1863.0500000000004,88.39999999999999,96.07,389.46
12713,12713,user_12713,30-39,0.0,0.0,0.0,53.71,205.44999999999996,25.779999999999994,4.48,0.0,0.0,0.0,0.0,39.56,0.0,0.0,0.0
12714,12714,user_12714,40-49,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0
12715,12715,user_12715,30-39,0.0,15.05,0.0,108.49999999999999,445.74000000000007,160.23000000000002,50.089999999999996,0.0,61.95,77.71,0.0,1399.73,0.0,27.22,59.96
12716,12716,user_12716,18-29,0.0,0.0,0.0,61.39,36.62,3.47,3.78,11.64,0.0,55.129999999999995,0.0,62.86000000000001,0.0,25.24,33.87
12717,12717,user_12717,30-39,0.0,343.81,0.0,1.83,0.0,0.0,0.0,0.0,82.69,340.57,0.0,31.14,0.0,0.0,0.0
12718,12718,user_12718,50-59,0.0,0.0,0.0,1940.4399999999998,22.27,12.55,2.62,0.0,169.53,86.33999999999999,0.0,66.02,37.07,0.0,165.37
12719,12719,user_12719,18-29,,,,,,,,,,,,,,,
12720,12720,user_12720,40-49,17.44,139.3,0.0,139.22,866.0699999999999,58.47,261.15,0.0,206.07999999999998,1021.0899999999999,49.0,748.4499999999997,0.0,137.98,160.57999999999998
12721,12721,user_12721,30-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.07,32.34,0.0,0.0,0.0
12722,12722,user_12722,30-39,,,,,,,,,,,,,,,
12723,12723,user_12723,30-39,0.0,0.0,0.0,204.23,34.269999999999996,81.10000000000001,0.0,923.3799999999999,1343.8099999999997,1156.3,0.0,13.84,0.0,734.9,294.48
12724,12724,user_12724,40-49,0.0,283.89,0.0,287.38,387.77000000000004,40.0,134.01,218.28999999999996,85.1,274.03,0.0,165.53,0.0,7.66,20.86
12725,12725,user_12725,18-29,0.0,0.0,0.0,47.83,55.99,11.51,82.85,1.4,25.599999999999998,87.82,0.0,63.81999999999999,0.0,48.8,0.0
12726,12726,user_12726,30-39,0.0,0.0,0.0,89.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0
12727,12727,user_12727,30-39,0.0,0.0,0.0,0.0,26.89,0.0,0.0,0.0,0.0,668.64,0.0,371.26,0.0,51.230000000000004,0.0
12728,12728,user_12728,40-49,17.9,309.40999999999997,11.55,346.21000000000004,719.8299999999998,161.57,66.53999999999999,109.91,210.91000000000003,3843.27,0.0,555.2700000000001,572.9,38.13,1487.78
12729,12729,user_12729,30-39,72.03999999999999,0.0,0.0,154.12,1012.2200000000001,163.16,7.38,0.0,55.0,157.06,0.0,83.8,0.0,30.409999999999997,0.0
12730,12730,user_12730,30-39,0.0,0.0,0.0,47.39999999999999,207.21999999999997,130.32,0.0,9.22,184.59000000000003,413.46000000000004,65.65,403.41,18.1,67.22,59.14
12731,12731,user_12731,30-39,0.0,17.83,0.0,289.97,117.78999999999999,0.0,0.0,0.0,0.0,69.07,0.0,17.619999999999997,0.0,0.0,109.7
12732,12732,user_12732,30-39,0.0,53.71,0.0,334.84999999999997,536.99,85.43,3.54,190.24000000000004,172.75,54.06,86.96,219.44,0.0,0.0,0.0
12733,12733,user_12733,30-39,0.0,0.0,0.0,965.8499999999996,0.0,0.0,14.42,0.0,32.14,0.0,0.0,16.98,0.0,0.0,0.0
12734,12734,user_12734,18-29,0.0,11.81,0.0,498.38,360.28999999999996,236.12,0.0,0.0,31.06,381.2,2.13,84.61999999999999,0.0,111.89000000000001,80.62
12735,12735,user_12735,18-29,,,,,,,,,,,,,,,
12736,12736,user_12736,18-29,0.0,124.1,31.169999999999998,544.92,1256.95,200.67000000000002,5.46,0.0,210.49,409.15999999999997,0.0,1167.7600000000002,0.0,698.6899999999998,1055.85
12737,12737,user_12737,30-39,0.0,0.0,0.0,0.0,279.24,57.88,0.0,0.0,0.0,18.0,0.0,81.41999999999999,0.0,27.4,23.15
12738,12738,user_12738,30-39,0.0,0.0,0.0,0.0,76.42999999999999,0.0,0.0,0.0,0.0,4.53,0.0,7.2,0.0,0.0,100.98
12739,12739,user_12739,30-39,0.0,4.51,0.0,0.0,68.6,0.0,0.0,0.0,10.46,76.37,0.0,6.87,0.0,1.51,0.0
12740,12740,user_12740,30-39,0.0,56.87,0.0,1371.48,617.2100000000002,10.89,12.64,43.83,85.25,391.62,0.0,318.0899999999999,51.290000000000006,323.65,1224.14
12741,12741,user_12741,18-29,0.0,33.93,0.0,550.64,639.4599999999999,153.82,7.65,107.66999999999999,18.43,129.78,111.34,97.16,0.0,17.63,113.63
12742,12742,user_12742,18-29,0.0,108.10999999999999,0.0,1256.9199999999998,922.09,364.72,30.79,0.0,16.73,1483.24,0.0,436.5799999999999,0.0,54.370000000000005,837.1500000000001
12743,12743,user_12743,18-29,0.0,13.82,0.0,313.0,168.56,66.07,0.0,5.2,2.25,17.99,0.0,71.09,0.0,88.49999999999999,547.34
12744,12744,user_12744,18-29,,,,,,,,,,,,,,,
12745,12745,user_12745,40-49,0.0,0.0,25.0,0.0,33.65,0.0,0.0,0.0,0.0,0.0,0.0,69.59,0.0,33.0,0.0
12746,12746,user_12746,30-39,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12747,12747,user_12747,30-39,0.0,112.75999999999999,0.0,2638.3900000000003,1442.5900000000008,488.99,21.9,27.169999999999998,20.22,310.37,0.0,1173.039999999999,66.9,328.58,536.04
12748,12748,user_12748,30-39,0.0,7.0,0.0,0.0,250.27999999999994,57.550000000000004,11.69,47.95,53.830000000000005,9.0,0.0,106.53,0.0,60.85,0.0
12749,12749,user_12749,18-29,0.0,0.0,0.0,352.31000000000006,1534.25,551.96,110.00999999999999,19.23,126.38999999999999,234.18000000000004,13.68,334.98000000000013,0.0,87.13,319.23
12750,12750,user_12750,50-59,0.0,0.0,0.0,78.14,1499.4,31.77,0.0,0.0,0.0,0.0,0.0,94.58,0.0,0.0,0.0
12751,12751,user_12751,18-29,,,,,,,,,,,,,,,
12752,12752,user_12752,18-29,,,,,,,,,,,,,,,
12753,12753,user_12753,30-39,0.0,0.0,0.0,132.2,297.50999999999993,0.0,14.58,0.0,0.0,149.83,0.0,67.55000000000001,0.0,40.8,130.63
12754,12754,user_12754,30-39,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0,0.0,9.84,0.0,7.11,0.0,0.0,0.0
12755,12755,user_12755,30-39,,,,,,,,,,,,,,,
12756,12756,user_12756,30-39,0.0,117.43,14.91,1123.02,162.54,22.82,0.0,56.3,6.81,70.49,0.0,39.84,75.38,53.57,420.1
12757,12757,user_12757,18-29,0.0,157.48000000000002,0.0,136.37,230.07999999999998,133.19,0.0,0.0,4.32,552.8,0.0,160.0,14.64,327.81,0.0
12758,12758,user_12758,30-39,0.0,40.29,77.09,3204.8300000000004,1213.36,127.78,291.31999999999994,81.53,228.05000000000004,608.25,123.41,1390.3900000000003,0.0,908.9899999999998,1358.43
12759,12759,user_12759,30-39,0.0,0.0,0.0,0.37,2.89,23.88,0.0,0.0,0.0,1.7400000000000002,7.95,9.309999999999999,0.0,154.13,0.0
12760,12760,user_12760,30-39,,,,,,,,,,,,,,,
12761,12761,user_12761,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
12762,12762,user_12762,18-29,0.0,0.0,57.92999999999999,102.13,252.5,167.67000000000002,0.0,0.0,22.04,176.17999999999998,0.0,56.59,0.0,0.0,88.83
12763,12763,user_12763,18-29,,,,,,,,,,,,,,,
12764,12764,user_12764,18-29,0.0,0.0,6.58,98.25999999999999,5.03,0.0,0.0,0.0,0.0,7.99,0.0,8.120000000000001,0.0,0.0,0.0
12765,12765,user_12765,40-49,0.0,5.55,0.0,141.97,26.04,46.72,534.69,0.0,0.0,359.21000000000004,0.0,31.549999999999997,0.0,18.11,102.67
12766,12766,user_12766,18-29,,,,,,,,,,,,,,,
12767,12767,user_12767,30-39,0.0,0.0,0.0,118.22,3.36,58.31,0.0,0.0,152.26,98.27000000000001,0.0,26.169999999999998,12.57,2.69,0.0
12768,12768,user_12768,40-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48,0.0,0.0,3.02,0.0,0.0,0.0
12769,12769,user_12769,30-39,0.0,0.0,0.0,165.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1,0.0
12770,12770,user_12770,18-29,0.0,13.87,0.0,0.0,78.42,12.77,15.79,26.380000000000003,30.77,0.94,0.0,109.81999999999998,1.7,15.32,0.0
12771,12771,user_12771,30-39,0.0,228.32,0.0,406.35999999999996,640.1299999999998,182.69000000000005,45.79,118.35999999999999,282.91,351.45,0.81,1327.41,0.0,20.43,563.5600000000001
